Exam Flag	Course Code	Course Name	Part	Sem
PG_SEMESTER_2Y_CBCS	727	(CBCS_PG) M.A. RUSSIAN	II	IV
PG_SEMESTER_2Y_CBCS	728	(CBCS_PG) M.A. SANSKRIT	II	IV
PG_SEMESTER_2Y_CBCS	729	(CBCS_PG) M.A. SOCIAL WORK	II	IV
PG_SEMESTER_2Y_CBCS	730	(CBCS_PG) M.A. SOCIOLOGY	II	IV
PG_SEMESTER_2Y_CBCS	731	(CBCS_PG) M.A. TAMIL	II	IV
PG_SEMESTER_2Y_CBCS	732	(CBCS_PG) M.A. URDU	II	IV
PG_SEMESTER_2Y_CBCS	740	(CBCS_PG) M.SC. ANTHROPOLOHY	II	IV
PG_SEMESTER_2Y_CBCS	741	(CBCS_PG) M.SC. BIOCHEMISTRY	II	IV
PG_SEMESTER_2Y_CBCS	743	(CBCS_PG) M.SC. BIOMEDICAL SCIENCE	II	IV
PG_SEMESTER_2Y_CBCS	745	(CBCS_PG) M.SC. BOTANY	II	IV
PG_SEMESTER_2Y_CBCS	746	(CBCS_PG) M.SC. CHEMISTRY	II	IV
PG_SEMESTER_2Y_CBCS	747	(CBCS_PG) M.SC. COMPUTER SCIENCE	II	IV
PG_SEMESTER_2Y_CBCS	748	(CBCS_PG) M.SC. DEVELOPMENT COMMUNICATION & EXTENSION DEPARTMENT OF HOME SCIENCE	II	IV
PG_SEMESTER_2Y_CBCS	749	(CBCS_PG) M.SC. ELECTRONICS	II	IV
PG_SEMESTER_2Y_CBCS	750	(CBCS_PG) M.SC. ENVIRONMENTAL STUDIES	II	IV
PG_SEMESTER_2Y_CBCS	751	(CBCS_PG) M.SC. FOOD AND NUTRITION	II	IV
PG_SEMESTER_2Y_CBCS	752	(CBCS_PG) M.SC. FORENSIC SCIENCE	II	IV
PG_SEMESTER_2Y_CBCS	753	(CBCS_PG) M.SC. GENETICS	II	IV
PG_SEMESTER_2Y_CBCS	754	(CBCS_PG) M.SC. GEOLOGY	II	IV
PG_SEMESTER_2Y_CBCS	755	(CBCS_PG) M.SC. HUMAN DEVELOPMENT AND CHILDHOOD STUDIES	II	IV
PG_SEMESTER_2Y_CBCS	756	(CBCS_PG) M.SC. INFORMATICS	II	IV
PG_SEMESTER_2Y_CBCS	757	(CBCS_PG) MASTER OF COMPUTER APPLICATIONS	II	IV
PG_SEMESTER_2Y_CBCS	758	(CBCS_PG) M.SC. MATHEMATICS	II	IV
PG_SEMESTER_2Y_CBCS	760	(CBCS_PG) M.SC. MICROBIOLOGY	II	IV
PG_SEMESTER_2Y_CBCS	761	(CBCS_PG) MASTER OF OPERATIONAL RESEARCH	II	IV
PG_SEMESTER_2Y_CBCS	762	(CBCS_PG) M.SC. PHYSICS	II	IV
PG_SEMESTER_2Y_CBCS	763	(CBCS_PG) M.SC. PLANT MOLECULAR BIOLOGY AND BIOTECHNOLOGY	II	IV
PG_SEMESTER_2Y_CBCS	764	(CBCS_PG) M.SC. RESOURCE MANAGEMENT AND DESIGN APPLICATION DEPARTMENT OF HOME SCIENCE	II	IV
PG_SEMESTER_2Y_CBCS	765	(CBCS_PG) M.SC. STATISTICS	II	IV
PG_SEMESTER_2Y_CBCS	766	(CBCS_PG) M.SC. ZOOLOGY	II	IV
PG_SEMESTER_2Y_CBCS	767	(CBCS_PG) M.SC. FABRIC & APPAREL SCIENCE	II	IV
PG_SEMESTER_2Y_CBCS	774	(CBCS_PG) MASTER OF COMMERCE	II	IV
PG_SEMESTER_2Y_CBCS	787	(CBCS_PG)-(N.C.W.E.B) M.A. ENGLISH	II	IV
PG_SEMESTER_2Y_CBCS	789	(CBCS_PG)-(N.C.W.E.B) M.A. HISTORY	II	IV
PG_SEMESTER_2Y_CBCS	790	(CBCS_PG)-(N.C.W.E.B) M.A. POLITICAL SCIENCE	II	IV
PG_SEMESTER_2Y_CBCS	791	(CBCS_PG)-(N.C.W.E.B) M.A. SANSKRIT	II	IV
PG_SEMESTER_2Y_CBCS	792	(CBCS_PG)-(N.C.W.E.B) M.SC. MATHEMATICS	II	IV
PG_SEMESTER_2Y_CBCS	794	(CBCS_PG)-(N.C.W.E.B) M. A. PUNJABI	II	IV
PG_SEMESTER_2Y_CBCS	795	(CBCS_PG)-(N.C.W.E.B) M. A. PHILOSOPHY	II	IV
PG_SEMESTER_2Y_CBCS	796	(CBCS_PG)-(N.C.W.E.B) M. A. URDU	II	IV
UG_ANNUAL	363	(U.G)-BACHELOR OF ELEMENTARY EDUCATION (B.EL.ED)	I	NILL
UG_ANNUAL	364	(U.G)-BACHELOR OF EDUCATION (B.ED.)	I	NILL
UG_ANNUAL	365	(U.G)-BACHELOR OF EDUCATION (SPECIAL EDUCATION - V.I.) COURSE	I	NILL
UG_ANNUAL	363	(U.G)-BACHELOR OF ELEMENTARY EDUCATION (B.EL.ED)	II	NILL
UG_ANNUAL	364	(U.G)-BACHELOR OF EDUCATION (B.ED.)	II	NILL
UG_ANNUAL	365	(U.G)-BACHELOR OF EDUCATION (SPECIAL EDUCATION - V.I.) COURSE	II	NILL
UG_ANNUAL	366	(U.G)-BACHELOR OF EDUCATION (SPECIAL EDUCATION - M.R.) COURSE	II	NILL
UG_ANNUAL	363	(U.G)-BACHELOR OF ELEMENTARY EDUCATION (B.EL.ED)	III	NILL
UG_ANNUAL	363	(U.G)-BACHELOR OF ELEMENTARY EDUCATION (B.EL.ED)	IV	NILL
UG_ANNUAL_NC	367	(U.G)(N.C.W.E.B)-B.A. PROGRAMME	III	NILL
UG_ANNUAL_NC	368	(U.G)(N.C.W.E.B)-BACHELOR OF COMMERCE	III	NILL
UG_SEMESTER_4Y	911	(C.I.C) - B.TECH (INFORMATION TECHNOLOGY AND MATHEMATICAL INNOVATIONS)	III	VI
UG_SEMESTER_4Y	911	(C.I.C) - B.TECH (INFORMATION TECHNOLOGY AND MATHEMATICAL INNOVATIONS)	IV	VIII
